,^GSPC,DTB3
26/05/2006,1280.160034,4.72
30/05/2006,1259.869995,4.72
31/05/2006,1270.089966,4.74
01/06/2006,1285.709961,4.71
02/06/2006,1288.219971,4.69
05/06/2006,1265.290039,4.73
06/06/2006,1263.849976,4.74
07/06/2006,1256.150024,4.74
08/06/2006,1257.930054,4.74
09/06/2006,1252.300049,4.75
12/06/2006,1237.439941,4.81
13/06/2006,1223.689941,4.77
14/06/2006,1230.040039,4.77
15/06/2006,1256.160034,4.72
16/06/2006,1251.540039,4.75
19/06/2006,1240.130005,4.81
20/06/2006,1240.119995,4.8
21/06/2006,1252.199951,4.79
22/06/2006,1245.599976,4.79
23/06/2006,1244.5,4.84
26/06/2006,1250.560059,4.91
27/06/2006,1239.199951,4.92
28/06/2006,1246,4.88
29/06/2006,1272.869995,4.88
30/06/2006,1270.199951,4.87
03/07/2006,1280.189941,4.96
05/07/2006,1270.910034,4.88
06/07/2006,1274.079956,4.87
07/07/2006,1265.47998,4.89
10/07/2006,1267.339966,4.93
11/07/2006,1272.430054,4.92
12/07/2006,1258.599976,4.93
13/07/2006,1242.280029,4.92
14/07/2006,1236.199951,4.93
17/07/2006,1234.48999,4.98
18/07/2006,1236.859985,5
19/07/2006,1259.810059,4.98
20/07/2006,1249.130005,4.95
21/07/2006,1240.290039,4.96
24/07/2006,1260.910034,4.97
25/07/2006,1268.880005,5
26/07/2006,1268.400024,4.98
27/07/2006,1263.199951,4.97
28/07/2006,1278.550049,4.94
31/07/2006,1276.660034,4.97
01/08/2006,1270.920044,4.99
02/08/2006,1277.410034,4.97
03/08/2006,1280.27002,4.98
04/08/2006,1279.359985,4.96
07/08/2006,1275.77002,4.99
08/08/2006,1271.47998,4.97
09/08/2006,1265.949951,4.94
10/08/2006,1271.810059,4.92
11/08/2006,1266.73999,4.94
14/08/2006,1268.209961,4.99
15/08/2006,1285.579956,4.97
16/08/2006,1295.430054,4.94
17/08/2006,1297.47998,4.96
18/08/2006,1302.300049,4.97
21/08/2006,1297.52002,4.98
22/08/2006,1298.819946,4.97
23/08/2006,1292.98999,4.96
24/08/2006,1296.060059,4.96
25/08/2006,1295.089966,4.98
28/08/2006,1301.780029,4.97
29/08/2006,1304.280029,4.94
30/08/2006,1305.369995,4.92
31/08/2006,1303.819946,4.92
01/09/2006,1311.01001,4.89
05/09/2006,1313.25,4.87
06/09/2006,1300.26001,4.84
07/09/2006,1294.02002,4.84
08/09/2006,1298.920044,4.8
11/09/2006,1299.540039,4.81
12/09/2006,1313,4.78
13/09/2006,1318.069946,4.79
14/09/2006,1316.280029,4.82
15/09/2006,1319.660034,4.83
18/09/2006,1321.180054,4.82
19/09/2006,1317.640015,4.82
20/09/2006,1325.180054,4.81
21/09/2006,1318.030029,4.79
22/09/2006,1314.780029,4.8
25/09/2006,1326.369995,4.76
26/09/2006,1336.349976,4.76
27/09/2006,1336.589966,4.76
28/09/2006,1338.880005,4.75
29/09/2006,1335.849976,4.77
02/10/2006,1331.319946,4.76
03/10/2006,1334.109985,4.78
04/10/2006,1350.199951,4.8
05/10/2006,1353.219971,4.81
06/10/2006,1349.589966,4.82
09/10/2006,1350.660034,-999.99
10/10/2006,1353.420044,4.87
11/10/2006,1349.949951,4.89
12/10/2006,1362.829956,4.93
13/10/2006,1365.619995,4.92
16/10/2006,1369.060059,4.96
17/10/2006,1364.050049,4.96
18/10/2006,1365.800049,4.96
19/10/2006,1366.959961,4.97
20/10/2006,1368.599976,4.96
23/10/2006,1377.02002,4.99
24/10/2006,1377.380005,5
25/10/2006,1382.219971,4.99
26/10/2006,1389.079956,4.99
27/10/2006,1377.339966,4.98
30/10/2006,1377.930054,4.97
31/10/2006,1377.939941,4.95
01/11/2006,1367.810059,4.94
02/11/2006,1367.339966,4.94
03/11/2006,1364.300049,4.96
06/11/2006,1379.780029,4.96
07/11/2006,1382.839966,4.95
08/11/2006,1385.719971,4.97
09/11/2006,1378.329956,4.96
10/11/2006,1380.900024,4.97
13/11/2006,1384.420044,4.96
14/11/2006,1393.219971,4.96
15/11/2006,1396.569946,4.96
16/11/2006,1399.76001,4.96
17/11/2006,1401.199951,4.96
20/11/2006,1400.5,4.95
21/11/2006,1402.810059,4.94
22/11/2006,1406.089966,4.92
24/11/2006,1400.949951,4.91
27/11/2006,1381.959961,4.92
28/11/2006,1386.719971,4.91
29/11/2006,1399.47998,4.91
30/11/2006,1400.630005,4.9
01/12/2006,1396.709961,4.9
04/12/2006,1409.119995,4.88
05/12/2006,1414.76001,4.86
06/12/2006,1412.900024,4.86
07/12/2006,1407.290039,4.85
08/12/2006,1409.839966,4.84
11/12/2006,1413.040039,4.81
12/12/2006,1411.560059,4.81
13/12/2006,1413.209961,4.82
14/12/2006,1425.48999,4.83
15/12/2006,1427.089966,4.79
18/12/2006,1422.47998,4.84
19/12/2006,1425.550049,4.84
20/12/2006,1423.530029,4.84
21/12/2006,1418.300049,4.84
22/12/2006,1410.76001,4.86
26/12/2006,1416.900024,4.87
27/12/2006,1426.839966,4.85
28/12/2006,1424.72998,4.87
29/12/2006,1418.300049,4.89
03/01/2007,1416.599976,4.92
04/01/2007,1418.339966,4.91
05/01/2007,1409.709961,4.92
08/01/2007,1412.839966,4.95
09/01/2007,1412.109985,4.95
10/01/2007,1414.849976,4.96
11/01/2007,1423.819946,4.98
12/01/2007,1430.72998,4.96
16/01/2007,1431.900024,4.98
17/01/2007,1430.619995,4.99
18/01/2007,1426.369995,4.99
19/01/2007,1430.5,5.01
22/01/2007,1422.949951,5
23/01/2007,1427.98999,5.01
24/01/2007,1440.130005,5
25/01/2007,1423.900024,5.01
26/01/2007,1422.180054,5
29/01/2007,1420.619995,5.01
30/01/2007,1428.819946,5
31/01/2007,1438.23999,4.99
01/02/2007,1445.939941,5
02/02/2007,1448.390015,5.01
05/02/2007,1446.98999,5.02
06/02/2007,1448,5.01
07/02/2007,1450.02002,5.02
08/02/2007,1448.310059,5.03
09/02/2007,1438.060059,5.02
12/02/2007,1433.369995,5.04
13/02/2007,1444.26001,5.03
14/02/2007,1455.300049,5.02
15/02/2007,1456.810059,5.03
16/02/2007,1455.540039,5.04
20/02/2007,1459.680054,5.05
21/02/2007,1457.630005,5.04
22/02/2007,1456.380005,5.05
23/02/2007,1451.189941,5.05
26/02/2007,1449.369995,5.05
27/02/2007,1399.040039,4.99
28/02/2007,1406.819946,5.01
01/03/2007,1403.170044,5
02/03/2007,1387.170044,4.98
05/03/2007,1374.119995,4.97
06/03/2007,1395.410034,4.99
07/03/2007,1391.969971,4.97
08/03/2007,1401.890015,4.95
09/03/2007,1402.839966,4.96
12/03/2007,1406.599976,4.96
13/03/2007,1377.949951,4.94
14/03/2007,1387.170044,4.92
15/03/2007,1392.280029,4.91
16/03/2007,1386.949951,4.9
19/03/2007,1402.060059,4.93
20/03/2007,1410.939941,4.92
21/03/2007,1435.040039,4.91
22/03/2007,1434.540039,4.92
23/03/2007,1436.109985,4.94
26/03/2007,1437.5,4.93
27/03/2007,1428.609985,4.93
28/03/2007,1417.22998,4.92
29/03/2007,1422.530029,4.91
30/03/2007,1420.859985,4.9
02/04/2007,1424.550049,4.91
03/04/2007,1437.77002,4.91
04/04/2007,1439.369995,4.92
05/04/2007,1443.76001,4.9
09/04/2007,1444.609985,4.89
10/04/2007,1448.390015,4.89
11/04/2007,1438.869995,4.9
12/04/2007,1447.800049,4.89
13/04/2007,1452.849976,4.88
16/04/2007,1468.329956,4.88
17/04/2007,1471.47998,4.87
18/04/2007,1472.5,4.86
19/04/2007,1470.72998,4.85
20/04/2007,1484.349976,4.85
23/04/2007,1480.930054,4.85
24/04/2007,1480.410034,4.84
25/04/2007,1495.420044,4.83
26/04/2007,1494.25,4.82
27/04/2007,1494.069946,4.81
30/04/2007,1482.369995,4.79
01/05/2007,1486.300049,4.76
02/05/2007,1495.920044,4.77
03/05/2007,1502.390015,4.76
04/05/2007,1505.619995,4.76
07/05/2007,1509.47998,4.77
08/05/2007,1507.719971,4.76
09/05/2007,1512.579956,4.74
10/05/2007,1491.469971,4.73
11/05/2007,1505.849976,4.73
14/05/2007,1503.150024,4.73
15/05/2007,1501.189941,4.7
16/05/2007,1514.140015,4.62
17/05/2007,1512.75,4.68
18/05/2007,1522.75,4.7
21/05/2007,1525.099976,4.76
22/05/2007,1524.119995,4.79
23/05/2007,1522.280029,4.77
24/05/2007,1507.51001,4.77
25/05/2007,1515.72998,4.75
29/05/2007,1518.109985,4.76
30/05/2007,1530.22998,4.71
31/05/2007,1530.619995,4.6
01/06/2007,1536.339966,4.66
04/06/2007,1539.180054,4.68
05/06/2007,1530.949951,4.7
06/06/2007,1517.380005,4.67
07/06/2007,1490.719971,4.67
08/06/2007,1507.670044,4.64
11/06/2007,1509.119995,4.6
12/06/2007,1493,4.59
13/06/2007,1515.670044,4.53
14/06/2007,1522.969971,4.52
15/06/2007,1532.910034,4.43
18/06/2007,1531.050049,4.51
19/06/2007,1533.699951,4.52
20/06/2007,1512.839966,4.61
21/06/2007,1522.189941,4.57
22/06/2007,1502.560059,4.59
25/06/2007,1497.73999,4.69
26/06/2007,1492.890015,4.69
27/06/2007,1506.339966,4.64
28/06/2007,1505.709961,4.64
29/06/2007,1503.349976,4.68
02/07/2007,1519.430054,4.81
03/07/2007,1524.869995,4.81
05/07/2007,1525.400024,4.81
06/07/2007,1530.439941,4.81
09/07/2007,1531.849976,4.83
10/07/2007,1510.119995,4.81
11/07/2007,1518.76001,4.81
12/07/2007,1547.699951,4.83
13/07/2007,1552.5,4.83
16/07/2007,1549.52002,4.84
17/07/2007,1549.369995,4.82
18/07/2007,1546.170044,4.82
19/07/2007,1553.079956,4.84
20/07/2007,1534.099976,4.83
23/07/2007,1541.569946,4.88
24/07/2007,1511.040039,4.88
25/07/2007,1518.089966,4.85
26/07/2007,1482.660034,4.78
27/07/2007,1458.949951,4.72
30/07/2007,1473.910034,4.82
31/07/2007,1455.27002,4.82
01/08/2007,1465.810059,4.75
02/08/2007,1472.199951,4.75
03/08/2007,1433.060059,4.72
06/08/2007,1467.670044,4.74
07/08/2007,1476.709961,4.8
08/08/2007,1497.48999,4.81
09/08/2007,1453.089966,4.67
10/08/2007,1453.640015,4.44
13/08/2007,1452.920044,4.61
14/08/2007,1426.540039,4.51
15/08/2007,1406.699951,4.1
16/08/2007,1411.27002,3.69
17/08/2007,1445.939941,3.65
20/08/2007,1445.550049,3.08
21/08/2007,1447.119995,3.51
22/08/2007,1464.069946,3.58
23/08/2007,1462.5,3.79
24/08/2007,1479.369995,4.13
27/08/2007,1466.790039,4.5
28/08/2007,1432.359985,4.28
29/08/2007,1463.76001,3.88
30/08/2007,1457.640015,3.74
31/08/2007,1473.98999,3.91
04/09/2007,1489.420044,4.35
05/09/2007,1472.290039,4.24
06/09/2007,1478.550049,4.18
07/09/2007,1453.550049,3.96
10/09/2007,1451.699951,3.86
11/09/2007,1471.48999,4
12/09/2007,1471.560059,3.93
13/09/2007,1483.949951,3.97
14/09/2007,1484.25,3.9
17/09/2007,1476.650024,4.05
18/09/2007,1519.780029,3.91
19/09/2007,1529.030029,3.83
20/09/2007,1518.75,3.69
21/09/2007,1525.75,3.64
24/09/2007,1517.72998,3.76
25/09/2007,1517.209961,3.7
26/09/2007,1525.420044,3.64
27/09/2007,1531.380005,3.62
28/09/2007,1526.75,3.72
01/10/2007,1547.040039,3.83
02/10/2007,1546.630005,3.86
03/10/2007,1539.589966,3.86
04/10/2007,1542.839966,3.85
05/10/2007,1557.589966,3.89
08/10/2007,1552.579956,-999.99
09/10/2007,1565.150024,3.96
10/10/2007,1562.469971,3.95
11/10/2007,1554.410034,4.01
12/10/2007,1561.800049,4.09
15/10/2007,1548.709961,4.19
16/10/2007,1538.530029,4.14
17/10/2007,1541.23999,3.91
18/10/2007,1540.079956,3.66
19/10/2007,1500.630005,3.75
22/10/2007,1506.329956,3.9
23/10/2007,1519.589966,3.88
24/10/2007,1515.880005,3.75
25/10/2007,1514.400024,3.84
26/10/2007,1535.280029,3.86
29/10/2007,1540.97998,3.91
30/10/2007,1531.02002,3.86
31/10/2007,1549.380005,3.84
01/11/2007,1508.439941,3.71
02/11/2007,1509.650024,3.52
05/11/2007,1502.170044,3.62
06/11/2007,1520.27002,3.66
07/11/2007,1475.619995,3.4
08/11/2007,1474.77002,3.3
09/11/2007,1453.699951,3.19
12/11/2007,1439.180054,-999.99
13/11/2007,1481.050049,3.41
14/11/2007,1470.579956,3.33
15/11/2007,1451.150024,3.22
16/11/2007,1458.73999,3.32
19/11/2007,1433.27002,3.32
20/11/2007,1439.699951,3.17
21/11/2007,1416.77002,3.02
23/11/2007,1440.699951,3.15
26/11/2007,1407.219971,3.06
27/11/2007,1428.22998,3.08
28/11/2007,1469.02002,2.98
29/11/2007,1469.719971,2.92
30/11/2007,1481.140015,3.08
03/12/2007,1472.420044,2.99
04/12/2007,1462.790039,3
05/12/2007,1485.01001,3
06/12/2007,1507.339966,3.02
07/12/2007,1504.660034,3.04
10/12/2007,1515.959961,2.98
11/12/2007,1477.650024,2.87
12/12/2007,1486.589966,2.81
13/12/2007,1488.410034,2.8
14/12/2007,1467.949951,2.81
17/12/2007,1445.900024,3.01
18/12/2007,1454.97998,2.98
19/12/2007,1453,2.85
20/12/2007,1460.119995,2.85
21/12/2007,1484.459961,2.92
24/12/2007,1496.449951,3.26
26/12/2007,1497.660034,3.24
27/12/2007,1476.27002,3.09
28/12/2007,1478.48999,3.1
31/12/2007,1468.359985,3.29
02/01/2008,1447.160034,3.18
03/01/2008,1447.160034,3.16
04/01/2008,1411.630005,3.12
07/01/2008,1416.180054,3.19
08/01/2008,1390.189941,3.17
09/01/2008,1409.130005,3.14
10/01/2008,1420.329956,3.16
11/01/2008,1401.02002,3.02
14/01/2008,1416.25,3.11
15/01/2008,1380.949951,3.09
16/01/2008,1373.199951,3.06
17/01/2008,1333.25,3
18/01/2008,1325.189941,2.79
22/01/2008,1310.5,2.3
23/01/2008,1338.599976,2.16
24/01/2008,1352.069946,2.32
25/01/2008,1330.609985,2.25
28/01/2008,1353.959961,2.29
29/01/2008,1362.300049,2.23
30/01/2008,1355.810059,2.16
31/01/2008,1378.550049,1.92
01/02/2008,1395.420044,2.06
04/02/2008,1380.819946,2.22
05/02/2008,1336.640015,2.14
06/02/2008,1326.449951,2.05
07/02/2008,1336.910034,2.12
08/02/2008,1331.290039,2.18
11/02/2008,1339.130005,2.25
12/02/2008,1348.859985,2.25
13/02/2008,1367.209961,2.22
14/02/2008,1348.859985,2.26
15/02/2008,1349.98999,2.16
19/02/2008,1348.780029,2.23
20/02/2008,1360.030029,2.2
21/02/2008,1342.530029,2.15
22/02/2008,1353.109985,2.15
25/02/2008,1371.800049,2.15
26/02/2008,1381.290039,2.09
27/02/2008,1380.02002,1.94
28/02/2008,1367.680054,1.86
29/02/2008,1330.630005,1.81
03/03/2008,1331.339966,1.67
04/03/2008,1326.75,1.63
05/03/2008,1333.699951,1.5
06/03/2008,1304.339966,1.37
07/03/2008,1293.369995,1.42
10/03/2008,1273.369995,1.33
11/03/2008,1320.650024,1.45
12/03/2008,1308.77002,1.45
13/03/2008,1315.47998,1.33
14/03/2008,1288.140015,1.16
17/03/2008,1276.599976,1.09
18/03/2008,1330.73999,0.91
19/03/2008,1298.420044,0.6
20/03/2008,1329.51001,0.62
24/03/2008,1349.880005,1.23
25/03/2008,1352.98999,1.27
26/03/2008,1341.130005,1.27
27/03/2008,1325.76001,1.28
28/03/2008,1315.219971,1.31
31/03/2008,1322.699951,1.36
01/04/2008,1370.180054,1.38
02/04/2008,1367.530029,1.39
03/04/2008,1369.310059,1.38
04/04/2008,1370.400024,1.33
07/04/2008,1372.540039,1.43
08/04/2008,1365.540039,1.39
09/04/2008,1354.48999,1.29
10/04/2008,1360.550049,1.25
11/04/2008,1332.829956,1.17
14/04/2008,1328.319946,1.07
15/04/2008,1334.430054,1.09
16/04/2008,1364.709961,1.11
17/04/2008,1365.560059,1.21
18/04/2008,1390.329956,1.32
21/04/2008,1388.170044,1.33
22/04/2008,1375.939941,1.26
23/04/2008,1379.930054,1.24
24/04/2008,1388.819946,1.24
25/04/2008,1397.839966,1.31
28/04/2008,1396.369995,1.42
29/04/2008,1390.939941,1.44
30/04/2008,1385.589966,1.41
01/05/2008,1409.339966,1.42
02/05/2008,1413.900024,1.47
05/05/2008,1407.48999,1.51
06/05/2008,1418.26001,1.6
07/05/2008,1392.569946,1.64
08/05/2008,1397.680054,1.63
09/05/2008,1388.280029,1.66
12/05/2008,1403.579956,1.74
13/05/2008,1403.040039,1.8
14/05/2008,1408.660034,1.79
15/05/2008,1423.569946,1.8
16/05/2008,1425.349976,1.81
19/05/2008,1426.630005,1.79
20/05/2008,1413.400024,1.83
21/05/2008,1390.709961,1.83
22/05/2008,1394.349976,1.83
23/05/2008,1375.930054,1.82
27/05/2008,1385.349976,1.86
28/05/2008,1390.839966,1.86
29/05/2008,1398.26001,1.87
30/05/2008,1400.380005,1.85
02/06/2008,1385.670044,1.82
03/06/2008,1377.650024,1.82
04/06/2008,1377.199951,1.81
05/06/2008,1404.050049,1.82
06/06/2008,1360.680054,1.81
09/06/2008,1361.76001,1.86
10/06/2008,1358.439941,1.98
11/06/2008,1335.48999,1.92
12/06/2008,1339.869995,1.96
13/06/2008,1360.030029,1.95
16/06/2008,1360.140015,2.04
17/06/2008,1350.930054,1.96
18/06/2008,1337.810059,1.89
19/06/2008,1342.829956,1.87
20/06/2008,1317.930054,1.83
23/06/2008,1318,1.85
24/06/2008,1314.290039,1.8
25/06/2008,1321.969971,1.78
26/06/2008,1283.150024,1.7
27/06/2008,1278.380005,1.64
30/06/2008,1280,1.87
01/07/2008,1284.910034,1.84
02/07/2008,1261.52002,1.79
03/07/2008,1262.900024,1.81
07/07/2008,1252.310059,1.84
08/07/2008,1273.699951,1.83
09/07/2008,1244.689941,1.79
10/07/2008,1253.390015,1.64
11/07/2008,1239.48999,1.58
14/07/2008,1228.300049,1.5
15/07/2008,1214.910034,1.37
16/07/2008,1245.359985,1.35
17/07/2008,1260.319946,1.4
18/07/2008,1260.680054,1.45
21/07/2008,1260,1.46
22/07/2008,1277,1.52
23/07/2008,1282.189941,1.56
24/07/2008,1252.540039,1.62
25/07/2008,1257.76001,1.71
28/07/2008,1234.369995,1.7
29/07/2008,1263.199951,1.69
30/07/2008,1284.26001,1.67
31/07/2008,1267.380005,1.65
01/08/2008,1260.310059,1.63
04/08/2008,1249.01001,1.72
05/08/2008,1284.880005,1.72
06/08/2008,1289.189941,1.61
07/08/2008,1266.069946,1.63
08/08/2008,1296.319946,1.67
11/08/2008,1305.319946,1.84
12/08/2008,1289.589966,1.83
13/08/2008,1285.829956,1.82
14/08/2008,1292.930054,1.85
15/08/2008,1298.199951,1.81
18/08/2008,1278.599976,1.79
19/08/2008,1266.689941,1.77
20/08/2008,1274.540039,1.68
21/08/2008,1277.719971,1.69
22/08/2008,1292.199951,1.67
25/08/2008,1266.839966,1.71
26/08/2008,1271.51001,1.68
27/08/2008,1281.660034,1.64
28/08/2008,1300.680054,1.71
29/08/2008,1282.829956,1.69
02/09/2008,1277.579956,1.69
03/09/2008,1274.97998,1.67
04/09/2008,1236.829956,1.66
05/09/2008,1242.310059,1.65
08/09/2008,1267.790039,1.69
09/09/2008,1224.51001,1.63
10/09/2008,1232.040039,1.62
11/09/2008,1249.050049,1.58
12/09/2008,1251.699951,1.46
15/09/2008,1192.699951,1.03
16/09/2008,1213.599976,0.84
17/09/2008,1156.390015,0.03
18/09/2008,1206.51001,0.23
19/09/2008,1255.079956,0.97
22/09/2008,1207.089966,1.29
23/09/2008,1188.219971,0.81
24/09/2008,1185.869995,0.5
25/09/2008,1209.180054,0.75
26/09/2008,1213.27002,0.86
29/09/2008,1106.420044,0.96
30/09/2008,1166.359985,0.9
01/10/2008,1161.060059,0.84
02/10/2008,1114.280029,0.62
03/10/2008,1099.22998,0.5
06/10/2008,1056.890015,0.54
07/10/2008,996.22998,0.81
08/10/2008,984.940002,0.67
09/10/2008,909.919983,0.58
10/10/2008,899.219971,0.24
13/10/2008,1003.349976,-999.99
14/10/2008,998.01001,0.34
15/10/2008,907.840027,0.22
16/10/2008,946.429993,0.45
17/10/2008,940.549988,0.8
20/10/2008,985.400024,1.24
21/10/2008,955.049988,1.09
22/10/2008,896.780029,1.03
23/10/2008,908.109985,0.96
24/10/2008,876.77002,0.86
27/10/2008,848.919983,0.84
28/10/2008,940.51001,0.76
29/10/2008,930.090027,0.61
30/10/2008,954.090027,0.4
31/10/2008,968.75,0.44
03/11/2008,966.299988,0.49
04/11/2008,1005.75,0.48
05/11/2008,952.77002,0.39
06/11/2008,904.880005,0.31
07/11/2008,930.98999,0.3
10/11/2008,919.210022,0.29
11/11/2008,898.950012,-999.99
12/11/2008,852.299988,0.18
13/11/2008,911.289978,0.21
14/11/2008,873.289978,0.14
17/11/2008,850.75,0.12
18/11/2008,859.119995,0.12
19/11/2008,806.580017,0.07
20/11/2008,752.440002,0.03
21/11/2008,800.030029,0.02
24/11/2008,851.809998,0.13
25/11/2008,857.390015,0.1
26/11/2008,887.679993,0.05
28/11/2008,896.23999,0.01
01/12/2008,816.210022,0.07
02/12/2008,848.809998,0.06
03/12/2008,870.73999,0.02
04/12/2008,845.219971,0.02
05/12/2008,876.070007,0.02
08/12/2008,909.700012,0.03
09/12/2008,888.669983,0.03
10/12/2008,899.23999,0
11/12/2008,873.590027,0.01
12/12/2008,879.72998,0.02
15/12/2008,868.570007,0.04
16/12/2008,913.179993,0.04
17/12/2008,904.419983,0.05
18/12/2008,885.280029,0
19/12/2008,887.880005,0.02
22/12/2008,871.630005,0.01
23/12/2008,863.159973,0.02
24/12/2008,868.150024,0
26/12/2008,872.799988,0.03
29/12/2008,869.419983,0.06
30/12/2008,890.640015,0.1
31/12/2008,903.25,0.11
02/01/2009,931.799988,0.08
05/01/2009,927.450012,0.14
06/01/2009,934.700012,0.14
07/01/2009,906.650024,0.11
08/01/2009,909.72998,0.09
09/01/2009,890.349976,0.07
12/01/2009,870.26001,0.12
13/01/2009,871.789978,0.11
14/01/2009,842.619995,0.12
15/01/2009,843.73999,0.11
16/01/2009,850.119995,0.12
20/01/2009,805.219971,0.13
21/01/2009,840.23999,0.11
22/01/2009,827.5,0.1
23/01/2009,831.950012,0.11
26/01/2009,836.570007,0.15
27/01/2009,845.710022,0.13
28/01/2009,874.090027,0.19
29/01/2009,845.140015,0.23
30/01/2009,825.880005,0.24
02/02/2009,825.440002,0.27
03/02/2009,838.51001,0.32
04/02/2009,832.22998,0.3
05/02/2009,845.849976,0.29
06/02/2009,868.599976,0.28
09/02/2009,869.890015,0.32
10/02/2009,827.159973,0.31
11/02/2009,833.73999,0.3
12/02/2009,835.190002,0.29
13/02/2009,826.840027,0.29
17/02/2009,789.169983,0.32
18/02/2009,788.419983,0.31
19/02/2009,778.940002,0.3
20/02/2009,770.049988,0.27
23/02/2009,743.330017,0.3
24/02/2009,773.140015,0.32
25/02/2009,764.900024,0.3
26/02/2009,752.830017,0.27
27/02/2009,735.090027,0.26
02/03/2009,700.820007,0.28
03/03/2009,696.330017,0.27
04/03/2009,712.869995,0.26
05/03/2009,682.549988,0.2
06/03/2009,683.380005,0.2
09/03/2009,676.530029,0.23
10/03/2009,719.599976,0.24
11/03/2009,721.359985,0.23
12/03/2009,750.73999,0.21
13/03/2009,756.549988,0.19
16/03/2009,753.890015,0.24
17/03/2009,778.119995,0.24
18/03/2009,794.349976,0.21
19/03/2009,784.039978,0.2
20/03/2009,768.539978,0.21
23/03/2009,822.919983,0.22
24/03/2009,806.119995,0.21
25/03/2009,813.880005,0.19
26/03/2009,832.859985,0.15
27/03/2009,815.940002,0.13
30/03/2009,787.530029,0.18
31/03/2009,797.869995,0.21
01/04/2009,811.080017,0.22
02/04/2009,834.380005,0.22
03/04/2009,842.5,0.21
06/04/2009,835.47998,0.2
07/04/2009,815.549988,0.2
08/04/2009,825.159973,0.18
09/04/2009,856.559998,0.18
13/04/2009,858.72998,0.18
14/04/2009,841.5,0.17
15/04/2009,852.059998,0.15
16/04/2009,865.299988,0.13
17/04/2009,869.599976,0.14
20/04/2009,832.390015,0.14
21/04/2009,850.080017,0.15
22/04/2009,843.549988,0.14
23/04/2009,851.919983,0.1
24/04/2009,866.22998,0.1
27/04/2009,857.51001,0.13
28/04/2009,855.159973,0.13
29/04/2009,873.640015,0.11
30/04/2009,872.809998,0.14
01/05/2009,877.52002,0.15
04/05/2009,907.23999,0.19
05/05/2009,903.799988,0.19
06/05/2009,919.530029,0.19
07/05/2009,907.390015,0.18
08/05/2009,929.22998,0.18
11/05/2009,909.23999,0.19
12/05/2009,908.349976,0.19
13/05/2009,883.919983,0.17
14/05/2009,893.070007,0.16
15/05/2009,882.880005,0.17
18/05/2009,909.710022,0.19
19/05/2009,908.130005,0.18
20/05/2009,903.469971,0.18
21/05/2009,888.330017,0.19
22/05/2009,887,0.18
26/05/2009,910.330017,0.18
27/05/2009,893.059998,0.17
28/05/2009,906.830017,0.15
29/05/2009,919.140015,0.14
01/06/2009,942.869995,0.13
02/06/2009,944.73999,0.14
03/06/2009,931.76001,0.14
04/06/2009,942.460022,0.14
05/06/2009,940.090027,0.19
08/06/2009,939.140015,0.19
09/06/2009,942.429993,0.19
10/06/2009,939.150024,0.18
11/06/2009,944.890015,0.19
12/06/2009,946.210022,0.18
15/06/2009,923.719971,0.17
16/06/2009,911.969971,0.17
17/06/2009,910.710022,0.17
18/06/2009,918.369995,0.18
19/06/2009,921.22998,0.18
22/06/2009,893.039978,0.2
23/06/2009,895.099976,0.2
24/06/2009,900.940002,0.19
25/06/2009,920.26001,0.18
26/06/2009,918.900024,0.19
29/06/2009,927.22998,0.2
30/06/2009,919.320007,0.19
01/07/2009,923.330017,0.17
02/07/2009,896.419983,0.17
06/07/2009,898.719971,0.19
07/07/2009,881.030029,0.19
08/07/2009,879.559998,0.18
09/07/2009,882.679993,0.19
10/07/2009,879.130005,0.18
13/07/2009,901.049988,0.18
14/07/2009,905.840027,0.18
15/07/2009,932.679993,0.18
16/07/2009,940.73999,0.19
17/07/2009,940.380005,0.17
20/07/2009,951.130005,0.19
21/07/2009,954.580017,0.19
22/07/2009,954.070007,0.19
23/07/2009,976.289978,0.19
24/07/2009,979.26001,0.18
27/07/2009,982.179993,0.19
28/07/2009,979.619995,0.19
29/07/2009,975.150024,0.19
30/07/2009,986.75,0.18
31/07/2009,987.47998,0.18
03/08/2009,1002.630005,0.19
04/08/2009,1005.650024,0.18
05/08/2009,1002.719971,0.18
06/08/2009,997.080017,0.17
07/08/2009,1010.47998,0.18
10/08/2009,1007.099976,0.19
11/08/2009,994.349976,0.18
12/08/2009,1005.809998,0.17
13/08/2009,1012.72998,0.17
14/08/2009,1004.090027,0.18
17/08/2009,979.72998,0.18
18/08/2009,989.669983,0.18
19/08/2009,996.460022,0.17
20/08/2009,1007.369995,0.17
21/08/2009,1026.130005,0.17
24/08/2009,1025.569946,0.17
25/08/2009,1028,0.17
26/08/2009,1028.119995,0.15
27/08/2009,1030.97998,0.15
28/08/2009,1028.930054,0.15
31/08/2009,1020.619995,0.15
01/09/2009,998.039978,0.14
02/09/2009,994.75,0.14
03/09/2009,1003.23999,0.15
04/09/2009,1016.400024,0.14
08/09/2009,1025.390015,0.14
09/09/2009,1033.369995,0.14
10/09/2009,1044.140015,0.14
11/09/2009,1042.72998,0.14
14/09/2009,1049.339966,0.14
15/09/2009,1052.630005,0.13
16/09/2009,1068.76001,0.1
17/09/2009,1065.48999,0.1
18/09/2009,1068.300049,0.08
21/09/2009,1064.660034,0.11
22/09/2009,1071.660034,0.11
23/09/2009,1060.869995,0.11
24/09/2009,1050.780029,0.1
25/09/2009,1044.380005,0.1
